query,rank,score,label,bucket
如何重置密码_9,7,0.23373562041197218,0,faq
如何重置密码_9,8,0.20254914767042412,0,faq
如何重置密码_9,9,0.19569846375639724,0,faq
如何重置密码_9,10,0.15816948943479328,0,faq
如何重置密码_9,11,0.1089619866411462,1,faq
如何重置密码_9,12,0.02735946902175726,0,faq
如何重置密码_9,13,0.02449185264586254,0,faq
如何重置密码_9,14,0.0,0,faq
如何重置密码_9,15,0.0,0,faq
最新科技新闻_10,1,0.7944393200915345,4,news
最新科技新闻_10,2,0.6283971341887333,2,news
最新科技新闻_10,3,0.6242668001583362,2,news
最新科技新闻_10,4,0.4724203541389136,2,news
最新科技新闻_10,5,0.46543000835324466,2,news
最新科技新闻_10,6,0.4562771485993847,2,news
最新科技新闻_10,7,0.4282600392131992,0,news
最新科技新闻_10,8,0.39878386577543845,2,news
最新科技新闻_10,9,0.338579607680976,3,news
最新科技新闻_10,10,0.3061280978478702,2,news
最新科技新闻_10,11,0.07118960128186466,0,news
最新科技新闻_10,12,0.0,0,news
最新科技新闻_10,13,0.0,0,news
最新科技新闻_10,14,0.0,0,news
最新科技新闻_10,15,0.0,0,news
感冒的症状有哪些_11,1,0.9330052642168958,4,medical
感冒的症状有哪些_11,2,0.6011493063309448,3,medical
感冒的症状有哪些_11,3,0.4478086978710516,0,medical
感冒的症状有哪些_11,4,0.3598708655042936,1,medical
感冒的症状有哪些_11,5,0.34301103274095857,2,medical
感冒的症状有哪些_11,6,0.30948061890773815,1,medical
感冒的症状有哪些_11,7,0.23323131780028214,0,medical
感冒的症状有哪些_11,8,0.20676233727561696,0,medical
感冒的症状有哪些_11,9,0.2053151458654243,0,medical
感冒的症状有哪些_11,10,0.19859282209135273,1,medical
感冒的症状有哪些_11,11,0.17098610678500134,0,medical
感冒的症状有哪些_11,12,0.16355450527540635,0,medical
感冒的症状有哪些_11,13,0.1384605689562326,1,medical
感冒的症状有哪些_11,14,0.0017165935654574194,0,medical
感冒的症状有哪些_11,15,0.0,0,medical
厨房电器选购指南_12,1,0.8211182325298402,3,ecommerce
厨房电器选购指南_12,2,0.7142526617194627,3,ecommerce
厨房电器选购指南_12,3,0.6218387118158024,2,ecommerce
厨房电器选购指南_12,4,0.4735180163708904,2,ecommerce
厨房电器选购指南_12,5,0.45245736635819445,2,ecommerce
厨房电器选购指南_12,6,0.4094606836649587,1,ecommerce
厨房电器选购指南_12,7,0.38188008111569155,1,ecommerce
厨房电器选购指南_12,8,0.37257907166501086,3,ecommerce
厨房电器选购指南_12,9,0.35441047661760317,1,ecommerce
厨房电器选购指南_12,10,0.2831290090989128,0,ecommerce
厨房电器选购指南_12,11,0.2812326403668768,1,ecommerce
厨房电器选购指南_12,12,0.1711786394273212,1,ecommerce
厨房电器选购指南_12,13,0.1255343621766197,1,ecommerce
厨房电器选购指南_12,14,0.09309452471116081,0,ecommerce
厨房电器选购指南_12,15,0.0,0,ecommerce
政治新闻摘要_13,1,0.9110570315469566,4,news
政治新闻摘要_13,2,0.7652898830831665,3,news
政治新闻摘要_13,3,0.7175869078472272,3,news
政治新闻摘要_13,4,0.6689886432439358,2,news
政治新闻摘要_13,5,0.52943637490097,2,news
政治新闻摘要_13,6,0.5110359529536126,0,news
政治新闻摘要_13,7,0.4966474153931083,2,news
政治新闻摘要_13,8,0.4836012321882549,2,news
政治新闻摘要_13,9,0.45518784207751756,2,news
政治新闻摘要_13,10,0.4322297001878698,4,news
政治新闻摘要_13,11,0.2813877082333498,0,news
政治新闻摘要_13,12,0.1466746065627011,1,news
政治新闻摘要_13,13,0.07267176400965236,0,news
政治新闻摘要_13,14,0.0,0,news
政治新闻摘要_13,15,0.0,0,news
高血压患者的饮食建议_14,1,0.8036836451213907,4,medical
高血压患者的饮食建议_14,2,0.7419152341379965,3,medical
高血压患者的饮食建议_14,3,0.5923898752932655,2,medical
高血压患者的饮食建议_14,4,0.5093530306266335,3,medical
高血压患者的饮食建议_14,5,0.39540107598995033,2,medical
高血压患者的饮食建议_14,6,0.383506954022362,1,medical
高血压患者的饮食建议_14,7,0.38172712864018205,1,medical
高血压患者的饮食建议_14,8,0.33526114063323964,1,medical
高血压患者的饮食建议_14,9,0.26946425327838897,0,medical
高血压患者的饮食建议_14,10,0.2023707367136969,0,medical
高血压患者的饮食建议_14,11,0.19758423396255856,0,medical
高血压患者的饮食建议_14,12,0.18973521738985272,1,medical
高血压患者的饮食建议_14,13,0.08554644215989779,0,medical
高血压患者的饮食建议_14,14,0.0,0,medical
高血压患者的饮食建议_14,15,0.0,0,medical
体育赛事结果_15,1,0.8964689326945672,4,news
体育赛事结果_15,2,0.8302528575008271,3,news
体育赛事结果_15,3,0.8189947106337598,4,news
体育赛事结果_15,4,0.8154509352500376,4,news
体育赛事结果_15,5,0.7542057437319024,4,news
体育赛事结果_15,6,0.7455579718409646,3,news
体育赛事结果_15,7,0.6103471149421098,2,news
体育赛事结果_15,8,0.5277273529698826,2,news
体育赛事结果_15,9,0.4477830554337783,1,news
体育赛事结果_15,10,0.3227316495392517,2,news
体育赛事结果_15,11,0.258973172664659,0,news
体育赛事结果_15,12,0.1125632886786847,0,news
体育赛事结果_15,13,0.005047115852108555,0,news
体育赛事结果_15,14,0.0,0,news
体育赛事结果_15,15,0.0,0,news
股票市场分析_16,1,0.9713096366517837,4,finance
股票市场分析_16,2,0.886714122508808,3,finance
股票市场分析_16,3,0.8232787008336444,4,finance
股票市场分析_16,4,0.7646562365036467,4,finance
股票市场分析_16,5,0.5479805621710406,0,finance
股票市场分析_16,6,0.4560956657647984,2,finance
股票市场分析_16,7,0.4517610266475084,1,finance
股票市场分析_16,8,0.4476538000036775,2,finance
股票市场分析_16,9,0.357712254911989,1,finance
股票市场分析_16,10,0.3001075560465658,1,finance
股票市场分析_16,11,0.2207214503553657,1,finance
股票市场分析_16,12,0.10626870335481872,0,finance
股票市场分析_16,13,0.0992396555211413,0,finance
股票市场分析_16,14,0.0819397237191557,0,finance
股票市场分析_16,15,0.0,0,finance
时尚服装搭配_17,1,0.8302041901962118,3,ecommerce
时尚服装搭配_17,2,0.7532227436382525,3,ecommerce
时尚服装搭配_17,3,0.6590409240329135,2,ecommerce
时尚服装搭配_17,4,0.5418847591316779,0,ecommerce
时尚服装搭配_17,5,0.4815048305570419,1,ecommerce
时尚服装搭配_17,6,0.48062276960516825,2,ecommerce
时尚服装搭配_17,7,0.47084021721195923,1,ecommerce
时尚服装搭配_17,8,0.37112528837101255,1,ecommerce
时尚服装搭配_17,9,0.28263717264651445,0,ecommerce
时尚服装搭配_17,10,0.25810704417805896,0,ecommerce
时尚服装搭配_17,11,0.24366789798390429,0,ecommerce
时尚服装搭配_17,12,0.1670358705815392,0,ecommerce
时尚服装搭配_17,13,0.1308791737943972,0,ecommerce
时尚服装搭配_17,14,0.053617269087600644,0,ecommerce
时尚服装搭配_17,15,0.0,0,ecommerce
如何申请退款_18,1,0.6004573273387728,2,faq
如何申请退款_18,2,0.5671798228987359,3,faq
如何申请退款_18,3,0.5280392181168061,2,faq
如何申请退款_18,4,0.4910283468636992,0,faq
如何申请退款_18,5,0.4175769331626732,0,faq
如何申请退款_18,6,0.39792938064493016,2,faq
如何申请退款_18,7,0.38322718741441586,1,faq
如何申请退款_18,8,0.2835849761918857,1,faq
如何申请退款_18,9,0.22594980294719633,1,faq
如何申请退款_18,10,0.20224802976092562,0,faq
如何申请退款_18,11,0.13200794761424725,0,faq
如何申请退款_18,12,0.10677030538232557,1,faq
如何申请退款_18,13,0.07829195123707727,0,faq
如何申请退款_18,14,0.03891522779898607,0,faq
如何申请退款_18,15,0.0,0,faq
时尚服装搭配_19,1,1.0,4,ecommerce
时尚服装搭配_19,2,0.9871302311678221,4,ecommerce
时尚服装搭配_19,3,0.8145515335469159,3,ecommerce
时尚服装搭配_19,4,0.7445615428528823,4,ecommerce
时尚服装搭配_19,5,0.7105006095284336,3,ecommerce
时尚服装搭配_19,6,0.4604171509922803,0,ecommerce
时尚服装搭配_19,7,0.4172999575662408,1,ecommerce
时尚服装搭配_19,8,0.3462457916595453,1,ecommerce
时尚服装搭配_19,9,0.26082194395863434,0,ecommerce
时尚服装搭配_19,10,0.20868525290210002,0,ecommerce
时尚服装搭配_19,11,0.17563581992228164,0,ecommerce
时尚服装搭配_19,12,0.014816011332553947,0,ecommerce
时尚服装搭配_19,13,0.0,0,ecommerce
时尚服装搭配_19,14,0.0,0,ecommerce
时尚服装搭配_19,15,0.0,0,ecommerce
厨房电器选购指南_20,1,0.6043497225735053,2,ecommerce
厨房电器选购指南_20,2,0.5610169433417159,0,ecommerce
厨房电器选购指南_20,3,0.4926014734539612,0,ecommerce
厨房电器选购指南_20,4,0.4395829458636397,2,ecommerce
厨房电器选购指南_20,5,0.4052163368565299,0,ecommerce
厨房电器选购指南_20,6,0.3886922631047085,1,ecommerce
厨房电器选购指南_20,7,0.33250821110693857,1,ecommerce
厨房电器选购指南_20,8,0.3206157031918845,2,ecommerce
厨房电器选购指南_20,9,0.2931396687093751,1,ecommerce
厨房电器选购指南_20,10,0.27219236605112634,1,ecommerce
厨房电器选购指南_20,11,0.26990563338661255,3,ecommerce
厨房电器选购指南_20,12,0.17638358121121656,1,ecommerce
厨房电器选购指南_20,13,0.09789730073742961,0,ecommerce
厨房电器选购指南_20,14,0.0591491381863373,0,ecommerce
厨房电器选购指南_20,15,0.0,0,ecommerce
退货政策是什么_21,1,0.9992783105310574,4,faq
退货政策是什么_21,2,0.7028419737146709,4,faq
退货政策是什么_21,3,0.6654386809102231,2,faq
退货政策是什么_21,4,0.664947278411804,2,faq
退货政策是什么_21,5,0.651314667370533,3,faq
退货政策是什么_21,6,0.6416101779889611,3,faq
退货政策是什么_21,7,0.5025873768856007,0,faq
退货政策是什么_21,8,0.4587909638635449,2,faq
退货政策是什么_21,9,0.43678827783883495,2,faq
退货政策是什么_21,10,0.27319587324887673,0,faq
退货政策是什么_21,11,0.18581960845169257,0,faq
退货政策是什么_21,12,0.1544236212857978,0,faq
退货政策是什么_21,13,0.06319043581626418,0,faq
退货政策是什么_21,14,0.0,0,faq
退货政策是什么_21,15,0.0,0,faq
理财产品推荐_22,1,0.7005010888071325,4,finance
理财产品推荐_22,2,0.6599284814196253,3,finance
理财产品推荐_22,3,0.502269352427279,2,finance
理财产品推荐_22,4,0.48374075430956825,1,finance
理财产品推荐_22,5,0.3886019864505145,2,finance
理财产品推荐_22,6,0.34072547122142305,1,finance
理财产品推荐_22,7,0.32171484157500363,1,finance
理财产品推荐_22,8,0.24430503822945945,0,finance
理财产品推荐_22,9,0.21228348144491802,0,finance
理财产品推荐_22,10,0.1772114556767541,0,finance
理财产品推荐_22,11,0.16565503875052218,1,finance
理财产品推荐_22,12,0.041812857668653114,0,finance
理财产品推荐_22,13,0.03728702803922074,0,finance
理财产品推荐_22,14,0.03477540629797954,0,finance
理财产品推荐_22,15,0.006981642207561881,0,finance
退货政策是什么_23,1,1.0,4,faq
退货政策是什么_23,2,0.687248812442937,2,faq
退货政策是什么_23,3,0.6798031685197601,3,faq
退货政策是什么_23,4,0.6354379949463953,2,faq
退货政策是什么_23,5,0.5716743270500669,2,faq
退货政策是什么_23,6,0.5262147594058886,4,faq
退货政策是什么_23,7,0.3905858163176414,1,faq
退货政策是什么_23,8,0.3236623406155938,1,faq
退货政策是什么_23,9,0.274276557636396,1,faq
退货政策是什么_23,10,0.2539855314163863,1,faq
退货政策是什么_23,11,0.2349240880917832,1,faq
退货政策是什么_23,12,0.18802825114300767,0,faq
退货政策是什么_23,13,0.10725883731798239,1,faq
退货政策是什么_23,14,0.07823018738340634,0,faq
退货政策是什么_23,15,0.0,0,faq
时尚服装搭配_24,1,0.9867927877093605,4,ecommerce
时尚服装搭配_24,2,0.8889994611989449,3,ecommerce
时尚服装搭配_24,3,0.8856368590300839,4,ecommerce
时尚服装搭配_24,4,0.7981779150177672,3,ecommerce
时尚服装搭配_24,5,0.709889626923975,3,ecommerce
时尚服装搭配_24,6,0.6017789542081275,2,ecommerce
时尚服装搭配_24,7,0.5771304869873425,2,ecommerce
时尚服装搭配_24,8,0.4903980396196872,2,ecommerce
时尚服装搭配_24,9,0.4732858057272723,4,ecommerce
时尚服装搭配_24,10,0.30517237627895993,2,ecommerce
时尚服装搭配_24,11,0.0876400691132791,0,ecommerce
时尚服装搭配_24,12,0.05613303219814858,0,ecommerce
时尚服装搭配_24,13,0.0,0,ecommerce
时尚服装搭配_24,14,0.0,0,ecommerce
时尚服装搭配_24,15,0.0,0,ecommerce
如何申请退款_25,1,1.0,4,faq
如何申请退款_25,2,0.8656026939538395,4,faq
如何申请退款_25,3,0.799911372871485,3,faq
如何申请退款_25,4,0.6907305968602218,2,faq
如何申请退款_25,5,0.5532850362830818,0,faq
如何申请退款_25,6,0.5452274387743958,4,faq
如何申请退款_25,7,0.5301411556446525,3,faq
如何申请退款_25,8,0.42824944252303326,4,faq
如何申请退款_25,9,0.4063678630606291,1,faq
如何申请退款_25,10,0.3408198801034644,1,faq
如何申请退款_25,11,0.20539318227746114,0,faq
如何申请退款_25,12,0.19529058380602543,1,faq
如何申请退款_25,13,0.17678052367062894,0,faq
如何申请退款_25,14,0.17373419292373662,0,faq
如何申请退款_25,15,0.1160252287647204,0,faq
体育赛事结果_26,1,0.9259965790472651,4,news
体育赛事结果_26,2,0.8579861427563571,3,news
体育赛事结果_26,3,0.84507841701211,3,news
体育赛事结果_26,4,0.7728595054986893,3,news
体育赛事结果_26,5,0.6095646231330077,2,news
体育赛事结果_26,6,0.5945525818583801,0,news
体育赛事结果_26,7,0.5555062757710781,2,news
体育赛事结果_26,8,0.49836398756958833,1,news
体育赛事结果_26,9,0.4488807698604492,2,news
体育赛事结果_26,10,0.40820537475206287,0,news
体育赛事结果_26,11,0.301137023957007,1,news
体育赛事结果_26,12,0.2496663835317716,0,news
体育赛事结果_26,13,0.1328021655366661,1,news
体育赛事结果_26,14,0.10560872749988989,0,news
体育赛事结果_26,15,0.10110243143289033,1,news
体育赛事结果_27,1,0.9896710117338556,4,news
体育赛事结果_27,2,0.6456734559948377,3,news
体育赛事结果_27,3,0.6399493084383646,2,news
体育赛事结果_27,4,0.5047842881076158,2,news
体育赛事结果_27,5,0.45494067001220384,1,news
体育赛事结果_27,6,0.4344168948794285,0,news
体育赛事结果_27,7,0.40762587695161956,2,news
体育赛事结果_27,8,0.37133750479171035,1,news
体育赛事结果_27,9,0.3471616342604586,2,news
体育赛事结果_27,10,0.21432661774452724,0,news
体育赛事结果_27,11,0.15669269098333588,1,news
体育赛事结果_27,12,0.11948219723340112,0,news
体育赛事结果_27,13,0.11023567283532199,0,news
体育赛事结果_27,14,0.0876153012873658,0,news
体育赛事结果_27,15,0.0,0,news
感冒的症状有哪些_28,1,0.870671520728304,3,medical
感冒的症状有哪些_28,2,0.6121463836361655,2,medical
感冒的症状有哪些_28,3,0.5437396930387963,3,medical
感冒的症状有哪些_28,4,0.43997653997299596,2,medical
感冒的症状有哪些_28,5,0.4326780992936956,0,medical
感冒的症状有哪些_28,6,0.39865336793605166,1,medical
感冒的症状有哪些_28,7,0.33103752411889553,2,medical
感冒的症状有哪些_28,8,0.3070242292925457,1,medical
感冒的症状有哪些_28,9,0.2928502584966721,0,medical
感冒的症状有哪些_28,10,0.2914420405532769,1,medical
感冒的症状有哪些_28,11,0.23782602020768542,1,medical
感冒的症状有哪些_28,12,0.23141084037995943,1,medical
感冒的症状有哪些_28,13,0.22596562215945232,1,medical
感冒的症状有哪些_28,14,0.1147733845626576,0,medical
感冒的症状有哪些_28,15,0.0,0,medical
理财产品推荐_29,1,0.5834340235733391,2,finance
理财产品推荐_29,2,0.4539396962763229,1,finance
理财产品推荐_29,3,0.4467481007151048,1,finance
理财产品推荐_29,4,0.4255500479352394,4,finance
理财产品推荐_29,5,0.4082515870242416,2,finance
理财产品推荐_29,6,0.3691513085588861,2,finance
理财产品推荐_29,7,0.3166032583000465,1,finance
理财产品推荐_29,8,0.29843997968051994,1,finance
理财产品推荐_29,9,0.253955529445788,1,finance
理财产品推荐_29,10,0.23937147763498795,1,finance
理财产品推荐_29,11,0.20069265569456438,0,finance
理财产品推荐_29,12,0.1869630502544302,0,finance
理财产品推荐_29,13,0.17916285504711743,1,finance
理财产品推荐_29,14,0.05497078178110115,0,finance
理财产品推荐_29,15,0.014172661117428473,0,finance
治疗糖尿病的方法_30,1,0.6435025748927995,3,medical
治疗糖尿病的方法_30,2,0.5609709118451766,2,medical
治疗糖尿病的方法_30,3,0.5494092019344009,0,medical
治疗糖尿病的方法_30,4,0.5181775483454425,3,medical
治疗糖尿病的方法_30,5,0.45142687440213736,2,medical
治疗糖尿病的方法_30,6,0.4338935176994427,1,medical
治疗糖尿病的方法_30,7,0.41456031694248346,2,medical
治疗糖尿病的方法_30,8,0.34535970625748547,2,medical
治疗糖尿病的方法_30,9,0.3450796668228533,2,medical
治疗糖尿病的方法_30,10,0.29454179239234823,1,medical
治疗糖尿病的方法_30,11,0.24210088085799145,0,medical
治疗糖尿病的方法_30,12,0.18053263123104932,0,medical
治疗糖尿病的方法_30,13,0.1489421289148694,0,medical
治疗糖尿病的方法_30,14,0.120090587054138,1,medical
治疗糖尿病的方法_30,15,0.003992848498536539,0,medical
个人理财建议_31,1,0.662168602063852,2,finance
个人理财建议_31,2,0.565074918332674,2,finance
个人理财建议_31,3,0.5013791066981994,3,finance
个人理财建议_31,4,0.4866490665387049,2,finance
个人理财建议_31,5,0.2526719884233436,0,finance
个人理财建议_31,6,0.22397221141396514,1,finance
个人理财建议_31,7,0.22128988850678274,0,finance
个人理财建议_31,8,0.14956666918598752,0,finance
个人理财建议_31,9,0.14757669727377962,0,finance
个人理财建议_31,10,0.12453991698115871,0,finance
个人理财建议_31,11,0.06482043027499002,0,finance
个人理财建议_31,12,0.06269745641507085,0,finance
个人理财建议_31,13,0.0466032208583424,0,finance
个人理财建议_31,14,0.04513735331994986,0,finance
个人理财建议_31,15,0.016025226199167353,0,finance
治疗糖尿病的方法_32,1,0.6123367133543973,2,medical
治疗糖尿病的方法_32,2,0.594964739228188,3,medical
治疗糖尿病的方法_32,3,0.5926763746503764,0,medical
治疗糖尿病的方法_32,4,0.5671427796125372,0,medical
治疗糖尿病的方法_32,5,0.5628779557389776,0,medical
治疗糖尿病的方法_32,6,0.44031525059385557,0,medical
治疗糖尿病的方法_32,7,0.36234583881073246,2,medical
治疗糖尿病的方法_32,8,0.3568381484487346,2,medical
治疗糖尿病的方法_32,9,0.3270518750153426,2,medical
治疗糖尿病的方法_32,10,0.30470226895746944,1,medical
治疗糖尿病的方法_32,11,0.2804967697749218,0,medical
治疗糖尿病的方法_32,12,0.23286216505561605,0,medical
治疗糖尿病的方法_32,13,0.19003346439415128,0,medical
治疗糖尿病的方法_32,14,0.13636022506029608,0,medical
治疗糖尿病的方法_32,15,0.0,0,medical
股票市场分析_33,1,0.9939352102505781,4,finance
股票市场分析_33,2,0.7368706910957319,3,finance
股票市场分析_33,3,0.4445058185024526,1,finance
股票市场分析_33,4,0.4252932428525412,2,finance
股票市场分析_33,5,0.4186705954383487,0,finance
股票市场分析_33,6,0.3750185497032632,1,finance
股票市场分析_33,7,0.34639253282275256,1,finance
股票市场分析_33,8,0.3288930279361778,1,finance
股票市场分析_33,9,0.2548905415542783,1,finance
股票市场分析_33,10,0.17843976094632835,1,finance
股票市场分析_33,11,0.13592873403120506,0,finance
股票市场分析_33,12,0.0768364677938004,0,finance
股票市场分析_33,13,0.061495226586021995,0,finance
股票市场分析_33,14,0.013503576854694763,0,finance
股票市场分析_33,15,0.0,0,finance
体育赛事结果_34,1,0.8335467706469117,3,news
体育赛事结果_34,2,0.5698490210132925,2,news
体育赛事结果_34,3,0.5291621078742057,0,news
体育赛事结果_34,4,0.4949600007153081,1,news
体育赛事结果_34,5,0.4497063423166258,1,news
体育赛事结果_34,6,0.39981685308769765,1,news
体育赛事结果_34,7,0.37778810127765927,1,news
体育赛事结果_34,8,0.3127408331325845,2,news
体育赛事结果_34,9,0.28990347123448135,1,news
体育赛事结果_34,10,0.24895697264866548,1,news
体育赛事结果_34,11,0.191746564623168,0,news
体育赛事结果_34,12,0.17381931240172274,0,news
体育赛事结果_34,13,0.13405890413560784,1,news
体育赛事结果_34,14,0.0016391037972472294,0,news
体育赛事结果_34,15,0.0,0,news
智能手机推荐_35,1,0.9803645311412036,4,ecommerce
智能手机推荐_35,2,0.8577080364691267,3,ecommerce
智能手机推荐_35,3,0.7964546344964986,4,ecommerce
智能手机推荐_35,4,0.723728462977006,4,ecommerce
智能手机推荐_35,5,0.5056265751047634,4,ecommerce
智能手机推荐_35,6,0.48767646831083705,2,ecommerce
智能手机推荐_35,7,0.4109879300611833,2,ecommerce
智能手机推荐_35,8,0.31056001937334354,3,ecommerce
智能手机推荐_35,9,0.2036874942428276,0,ecommerce
智能手机推荐_35,10,0.2005011085984178,1,ecommerce
智能手机推荐_35,11,0.16206530336158542,1,ecommerce
智能手机推荐_35,12,0.16134007621411936,0,ecommerce
